id,company,location,industry,total_laid_off,percentage_laid_off,date,stage,stage_group,funds_raised,country,source,date_added,year,month
4160,Submittable,Missoula,Other,30,0.20,2020-04-25,Series B,Early,17.00,United States,https://layoffs.fyi/2020/05/15/submittable-laid-off-30-employees-as-university-clients-shut-down-operations/,2020-05-14,2020,2020-04
4161,Divergent 3D,Los Angeles,Transportation,57,0.36,2020-04-24,Series B,Early,88.00,United States,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,2020-04-24,2020,2020-04
4162,Ada Support,"Toronto, Non-U.S.",Support,36,0.23,2020-04-24,Series B,Early,60.00,Canada,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,2020-04-24,2020,2020-04
4163,UPshow,Chicago,Marketing,19,0.30,2020-04-24,Series A,Early,7.00,United States,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,2020-04-25,2020,2020-04
4164,Lighter Capital,Seattle,Finance,18,0.22,2020-04-24,Series B,Early,15.00,United States,https://www.geekwire.com/2020/seattle-investment-company-lighter-capital-trims-staff-preserve-runway/,2020-04-27,2020,2020-04
4165,Horizn Studios,"Berlin, Non-U.S.",Travel,15,0.25,2020-04-24,Series B,Early,30.00,Germany,https://www.deutsche-startups.de/2020/04/24/horizn-studios-sanierung/,2020-04-27,2020,2020-04
4166,Welkin Health,SF Bay Area,Healthcare,10,0.33,2020-04-24,Series B,Early,29.00,United States,https://nypost.com/2020/09/13/welkin-health-startup-cut-staff-three-days-before-ppp-loan/,2020-09-16,2020,2020-04
4167,Jiobit,Chicago,Consumer,6,0.21,2020-04-24,Unknown,Unknown,12.00,United States,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,2020-04-25,2020,2020-04
4168,TutorMundi,"Sao Paulo, Non-U.S.",Education,4,1.00,2020-04-24,Series A,Early,2.00,Brazil,Company executive,2020-05-03,2020,2020-04
4169,Cheddar,New York City,Media,,,2020-04-24,Acquired,Mature/Exit,54.00,United States,https://www.thewrap.com/cheddar-permanently-shuts-down-los-angeles-studio-amid-mass-layoffs/,2020-04-30,2020,2020-04
4170,GoCardless,"London, Non-U.S.",Finance,,,2020-04-24,Series E,Growth,122.00,United Kingdom,https://medium.com/@hirokitakeuchi/managing-our-costs-through-covid-19-6fe4e0a12e2d,2020-04-28,2020,2020-04
4171,StockX,Detroit,Retail,100,0.12,2020-04-23,Series C,Growth,160.00,United States,https://www.inputmag.com/style/stockx-layoffs-12-percent-staff-cutting-costs-profit,2020-04-24,2020,2020-04
4172,Zenefits,SF Bay Area,HR,87,0.15,2020-04-23,Series C,Growth,583.00,United States,https://www.businessinsider.com/coronavirus-hr-startup-zenefits-lays-off-15-percent-staff-2020-4,2020-04-24,2020,2020-04
4173,Sisense,New York City,Data,80,0.09,2020-04-23,Series F,Late,274.00,United States,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",2020-04-23,2020,2020-04
4174,Oscar Health,New York City,Healthcare,70,0.05,2020-04-23,Unknown,Unknown,1300.00,United States,https://www.bloomberg.com/news/articles/2020-04-24/white-house-linked-oscar-health-laying-off-5-of-staff,2020-04-24,2020,2020-04
4175,Simon Data,New York City,Marketing,6,,2020-04-23,Series C,Growth,68.00,United States,Internal memo,2020-05-15,2020,2020-04
4176,Convoy,Seattle,Logistics,,0.01,2020-04-23,Series D,Growth,665.00,United States,https://www.geekwire.com/2020/convoy-leans-technology-seattle-digital-freight-startup-navigates-volatile-trucking-industry/,2020-04-30,2020,2020-04
4177,PowerReviews,Chicago,Retail,,,2020-04-23,Acquired,Mature/Exit,78.00,United States,LinkedIn,2020-04-27,2020,2020-04
4178,Singular,SF Bay Area,Marketing,,,2020-04-23,Series B,Early,50.00,United States,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",2020-04-23,2020,2020-04
4179,Magic Leap,Miami,Consumer,1000,0.50,2020-04-22,Series E,Growth,2600.00,United States,https://layoffs.fyi/2020/04/27/magic-leap-laid-off-1000-employees/,2020-04-22,2020,2020-04
4180,When I Work,Minneapolis,HR,55,0.35,2020-04-22,Series B,Early,24.00,United States,https://www.americaninno.com/minne/inno-news-minne/after-long-period-of-growth-when-i-work-cuts-35-of-minneapolis-staff/,2020-04-23,2020,2020-04
4181,Ike,SF Bay Area,Transportation,10,0.14,2020-04-22,Series A,Early,52.00,United States,https://www.theinformation.com/briefings/59d773,2020-04-22,2020,2020-04
4182,Airy Rooms,"Jakarta, Non-U.S.",Travel,,0.70,2020-04-22,Unknown,Unknown,,Indonesia,https://www.techinasia.com/airy-cease-operations,2020-05-10,2020,2020-04
4183,Clearbit,SF Bay Area,Data,,,2020-04-22,Series A,Early,17.00,United States,https://layoffs.fyi/2020/04/28/clearbit-conducted-a-layoff/,2020-04-25,2020,2020-04
4184,ExtraHop,Seattle,Security,,,2020-04-22,Series C,Growth,61.00,United States,https://www.geekwire.com/2020/tech-startup-layoffs-seattle-based-security-company-extrahop-cuts-staff/,2020-04-23,2020,2020-04
4185,Nearmap,"Sydney, Non-U.S.",Construction,,0.10,2020-04-22,Post-IPO,Mature/Exit,15.00,Australia,https://www.fnarena.com/index.php/2020/04/22/nearmap-prepares-for-weak-conditions/,2020-05-10,2020,2020-04
4186,Swiggy,"Bengaluru, Non-U.S.",Food,800,,2020-04-21,Series I,Late,1600.00,India,https://entrackr.com/2020/04/exclusive-swiggy-to-lay-off-cloud-kitchen-staff-shuts-down-kitchens/,2020-04-22,2020,2020-04
4187,Paytm,"New Delhi, Non-U.S.",Finance,500,,2020-04-21,Unknown,Unknown,2200.00,India,https://hrnxt.com/news/paytm-to-lay-off-about-500-employees-after-a-performance-review/17875/2020/04/21/,2020-04-22,2020,2020-04
4188,Lending Club,SF Bay Area,Finance,460,0.30,2020-04-21,Post-IPO,Mature/Exit,392.00,United States,https://www.cnbc.com/2020/04/21/lendingclub-cuts-30percent-of-workforce-as-covid-19-dampens-demand-for-loans.html,2020-04-21,2020,2020-04
4189,Houzz,SF Bay Area,Consumer,155,0.10,2020-04-21,Series E,Growth,613.00,United States,https://techcrunch.com/2020/04/21/houzz-lays-off-155-employees-cuts-executive-salaries/,2020-04-21,2020,2020-04
4190,Casper,New York City,Retail,78,0.21,2020-04-21,Post-IPO,Mature/Exit,339.00,United States,https://www.fastcompany.com/90494129/breaking-casper-lays-off-78-corporate-employees-winds-down-europe-business,2020-04-21,2020,2020-04
4191,RealSelf,Seattle,Healthcare,40,0.13,2020-04-21,Series B,Early,42.00,United States,https://www.geekwire.com/2020/cosmetic-treatment-review-startup-realself-cuts-staff-elective-medical-procedures-put-hold/,2020-04-22,2020,2020-04
4192,Freshbooks,"Toronto, Non-U.S.",Finance,38,0.09,2020-04-21,Series B,Early,75.00,Canada,https://betakit.com/freshbooks-reduces-headcount-by-9-ceo-says-company-remains-in-growth-mode-despite-covid-19/,2020-04-22,2020,2020-04
4193,Patreon,SF Bay Area,Media,30,0.13,2020-04-21,Series D,Growth,165.00,United States,https://techcrunch.com/2020/04/21/patreon-lays-off-13-of-workforce/,2020-04-21,2020,2020-04
4194,Lambda School,SF Bay Area,Education,19,,2020-04-21,Series B,Early,48.00,United States,https://techcrunch.com/2020/04/22/lambda-school-cuts-staff-and-exec-pay-amid-market-uncertainty/,2020-04-22,2020,2020-04
4195,Politico / Protocol,Washington D.C.,Media,13,,2020-04-21,Unknown,Unknown,,United States,https://www.niemanlab.org/2020/04/protocol-11-weeks-into-life-is-already-laying-off-a-big-chunk-of-its-staff/,2020-04-22,2020,2020-04
4196,Bringg,"Tel Aviv, Non-U.S.",Logistics,10,0.10,2020-04-21,Series D,Growth,84.00,Israel,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",2020-04-23,2020,2020-04
4197,Klook,"Hong Kong, Non-U.S.",Travel,300,0.15,2020-04-20,Series D,Growth,521.00,Hong Kong,https://layoffs.fyi/2020/08/09/asian-travel-startup-klook-releases-talent-directory/,2020-05-06,2020,2020-04
4198,ConsenSys,New York City,Crypto,91,0.14,2020-04-20,Unknown,Unknown,10.00,United States,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,2020-04-21,2020,2020-04
4199,GumGum,Los Angeles,Marketing,90,0.25,2020-04-20,Series D,Growth,58.00,United States,https://www.businessinsider.com/gumgum-lays-off-25-of-employees-citing-the-coronavirus-impact-2020-4,2020-04-24,2020,2020-04
4200,Kueski,"Guadalajara, Non-U.S.",Finance,90,0.30,2020-04-20,Series B,Early,38.00,Mexico,https://elceo.com/tecnologia/fintech-de-prestamos-en-linea-sufriran-estragos-por-el-covid-19/,2020-04-21,2020,2020-04
4201,Movidesk,"Blumenau, Non-U.S.",Support,33,0.25,2020-04-20,Seed,Early,1.00,Brazil,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,2020-04-27,2020,2020-04
4202,Zum,SF Bay Area,Transportation,28,,2020-04-20,Series C,Growth,71.00,United States,https://layoffs.fyi/2020/04/23/kid-friendly-ride-service-zum-conducts-layoff/,2020-04-23,2020,2020-04
4203,Komodo Health,SF Bay Area,Healthcare,23,0.09,2020-04-20,Series C,Growth,50.00,United States,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,2020-04-21,2020,2020-04
4204,Forward,SF Bay Area,Healthcare,10,0.03,2020-04-20,Series C,Growth,100.00,United States,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,2020-04-21,2020,2020-04
4205,Hipcamp,SF Bay Area,Travel,,0.60,2020-04-20,Series B,Early,40.50,United States,https://techcrunch.com/2020/08/27/after-early-covid-layoffs-hipcamp-is-buying-competition-hiring/,2020-08-27,2020,2020-04
4206,Motif Investing,SF Bay Area,Finance,,1.00,2020-04-18,Series E,Growth,126.00,United States,https://www.thinkadvisor.com/2020/04/18/investing-platform-motif-to-shut-down/,2020-05-03,2020,2020-04
4207,BlackBuck,"Bengaluru, Non-U.S.",Logistics,200,,2020-04-17,Series D,Growth,293.00,India,https://www.cnbctv18.com/startup/coronavirus-effect-blackbuck-to-lay-off-over-200-employees-ecom-express-puts-hiring-on-hold-5704301.htm,2020-04-19,2020,2020-04
4208,ContaAzul,"Joinville, Non-U.S.",Education,140,0.35,2020-04-17,Series D,Growth,37.00,Brazil,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,2020-04-27,2020,2020-04
4209,Greenhouse,New York City,Recruiting,120,0.28,2020-04-17,Series D,Growth,110.00,United States,https://layoffs.fyi/2020/04/20/greenhouse-lays-off-120-employees/,2020-04-17,2020,2020-04
4210,QuintoAndar,"Sao Paulo, Non-U.S.",Real Estate,88,0.08,2020-04-17,Series D,Growth,335.00,Brazil,https://labs.ebanx.com/en/notes/brazilian-home-rentals-unicorn-quintoandar-lays-off-8-of-employees/,2020-04-18,2020,2020-04
4211,Loft,"Sao Paulo, Non-U.S.",Real Estate,47,0.10,2020-04-17,Series C,Growth,263.00,Brazil,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",2020-04-18,2020,2020-04
4212,Zilingo,"Singapore, Non-U.S.",Retail,44,0.05,2020-04-17,Series D,Growth,307.00,Singapore,https://www.bloomberg.com/news/articles/2020-04-20/singapore-s-zilingo-cuts-jobs-after-putting-global-push-on-hold,2020-04-19,2020,2020-04
4213,Labster,"Copenhagen, Non-U.S.",Education,40,,2020-04-17,Series B,Early,34.00,Denmark,LinkedIn,2020-04-27,2020,2020-04
4214,Sweetgreen,Los Angeles,Food,35,0.10,2020-04-17,Series I,Late,478.00,United States,https://dot.la/sweetgreen-layoffs-2645746821.html,2020-04-17,2020,2020-04
4215,People.ai,SF Bay Area,Marketing,30,0.18,2020-04-17,Series C,Growth,100.00,United States,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,2020-04-17,2020,2020-04
4216,Tor,Boston,Security,13,0.37,2020-04-17,Unknown,Unknown,1.00,United States,https://blog.torproject.org/covid19-impact-tor,2020-04-18,2020,2020-04
4217,BitGo,SF Bay Area,Crypto,,0.12,2020-04-17,Series B,Early,69.00,United States,https://www.theblockcrypto.com/post/62276/crypto-bitgo-layoffs-reorganization,2020-04-30,2020,2020-04
4218,Dispatch,Boston,Other,,0.38,2020-04-17,Series A,Early,18.00,United States,https://www.americaninno.com/boston/inno-news-boston/boston-startup-dispatch-announces-layoffs-amid-coronavirus-disruption/,2020-04-19,2020,2020-04
4219,Food52,New York City,Food,,,2020-04-17,Acquired,Mature/Exit,96.00,United States,LinkedIn,2020-04-27,2020,2020-04
4220,Influitive,"Toronto, Non-U.S.",Marketing,,,2020-04-17,Unknown,Unknown,59.00,Canada,LinkedIn,2020-04-27,2020,2020-04
4221,CarGurus,Boston,Transportation,130,0.13,2020-04-16,Post-IPO,Mature/Exit,1.00,United States,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,2020-04-16,2020,2020-04
4222,Funding Societies,"Singapore, Non-U.S.",Finance,65,0.18,2020-04-16,Series B,Early,42.00,Singapore,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,2020-04-19,2020,2020-04
4223,CleverTap,"Mumbai, Non-U.S.",Marketing,60,0.20,2020-04-16,Series C,Growth,76.00,India,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,2020-04-21,2020,2020-04
4224,CrowdRiff,"Toronto, Non-U.S.",Marketing,,,2020-04-16,Series A,Early,11.00,Canada,LinkedIn,2020-04-27,2020,2020-04
4225,FullStory,Atlanta,Marketing,,,2020-04-16,Series C,Growth,59.00,United States,LinkedIn,2020-04-27,2020,2020-04
4226,Grailed,New York City,Retail,,,2020-04-16,Series A,Early,16.00,United States,https://layoffs.fyi/2020/04/24/mens-clothing-marketplace-grailed-conducted-a-layoff/,2020-04-23,2020,2020-04
4227,LumenAd,Missoula,Marketing,,,2020-04-16,Unknown,Unknown,,United States,https://layoffs.fyi/list/lumenad/,2020-05-03,2020,2020-04
4228,Purse,SF Bay Area,Crypto,,1.00,2020-04-16,Seed,Early,1.00,United States,https://www.coindesk.com/bitcoin-startup-purse-to-shut-down-after-6-year-run,2020-04-16,2020,2020-04
4229,SquadVoice,Columbus,Real Estate,,,2020-04-16,Series A,Early,2.00,United States,https://layoffs.fyi/list/squadvoice/,2020-05-03,2020,2020-04
4230,Opendoor,SF Bay Area,Real Estate,600,0.35,2020-04-15,Series E,Growth,1500.00,United States,https://layoffs.fyi/2020/04/16/opendoor-lays-off-600-people-amid-declining-real-estate-activity/,2020-04-15,2020,2020-04
4231,GoPro,SF Bay Area,Consumer,200,0.20,2020-04-15,Post-IPO,Mature/Exit,288.00,United States,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,2020-04-15,2020,2020-04
4232,Shop101,"Mumbai, Non-U.S.",Retail,200,0.40,2020-04-15,Series C,Growth,19.00,India,https://inc42.com/buzz/exclusive-shop101-lays-off-200-employees-remaining-to-get-pay-cuts/,2020-04-21,2020,2020-04
4233,Zume,SF Bay Area,Food,200,0.67,2020-04-15,Unknown,Unknown,423.00,United States,https://www.businessinsider.com/zume-employee-layoffs-softbank-robotics-startup-zoom-2020-4,2020-04-15,2020,2020-04
4234,Carta,SF Bay Area,Finance,161,0.16,2020-04-15,Series E,Growth,447.00,United States,https://layoffs.fyi/2020/04/22/carta-laid-off-161-employees-citing-customer-slowdown/,2020-04-15,2020,2020-04
4235,Akulaku,"Jakarta, Non-U.S.",Finance,100,,2020-04-15,Series D,Growth,160.00,Indonesia,https://www.techinasia.com/indonesia-online-lenders-tighten-credit-cut-jobs,2020-04-20,2020,2020-04
4236,Parsable,SF Bay Area,HR,40,0.25,2020-04-15,Series C,Growth,72.00,United States,Company executive,2020-04-28,2020,2020-04
4237,Kodiak Robotics,SF Bay Area,Transportation,15,0.20,2020-04-15,Series A,Early,40.00,United States,https://www.freightwaves.com/news/kodiak-robotics-lays-of-20-of-its-staff,2020-04-16,2020,2020-04
4238,Tulip Retail,"Toronto, Non-U.S.",Retail,14,,2020-04-15,Series B,Early,51.00,Canada,https://www.linkedin.com/posts/aliasaria_today-tulip-made-the-difficult-decision-to-activity-6656277826045571072-PEPm,2020-04-16,2020,2020-04
4239,Trove Recommerce,SF Bay Area,Retail,13,,2020-04-15,Series C,Growth,34.00,United States,https://layoffs.fyi/2020/04/22/trove-recommerce-laid-off-13-employees/,2020-04-22,2020,2020-04
4240,Dude Solutions,Raleigh,Other,,0.20,2020-04-15,Acquired,Mature/Exit,100.00,United States,https://www.linkedin.com/pulse/some-great-people-impacted-c19-ed-roshitsh/?trackingId=0DmzbwQ3O78ObTV3BiRT9w%3D%3D,2020-04-16,2020,2020-04
4241,SweetEscape,"Jakarta, Non-U.S.",Consumer,,0.30,2020-04-15,Series A,Early,7.00,Indonesia,https://dealstreetasia.com/stories/sweetescape-layoffs-184295/,2020-04-20,2020,2020-04
4242,View,SF Bay Area,Energy,,,2020-04-15,Series H,Late,1800.00,United States,https://techcrunch.com/2020/04/15/view-the-dynamic-glass-company-that-raised-1-1-billion-from-softbank-in-2018-is-laying-people-off/,2020-04-16,2020,2020-04
4243,The RealReal,SF Bay Area,Retail,235,0.10,2020-04-14,Post-IPO,Mature/Exit,358.00,United States,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,2020-04-15,2020,2020-04
4244,TouchBistro,"Toronto, Non-U.S.",Food,131,0.23,2020-04-14,Series E,Growth,224.00,Canada,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,2020-04-14,2020,2020-04
4245,Envoy,SF Bay Area,HR,58,0.30,2020-04-14,Series B,Early,59.00,United States,https://www.forbes.com/sites/alexandrawilson1/2020/04/15/smart-office-startup-envoy-furloughs-and-lays-off-30-of-employees-cuts-salaries-of-others/#e0729a7b94cf,2020-04-15,2020,2020-04
4246,VSCO,SF Bay Area,Consumer,45,0.35,2020-04-14,Series B,Early,90.00,United States,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,2020-04-14,2020,2020-04
4247,Skillz,SF Bay Area,Consumer,21,,2020-04-14,Series D,Growth,132.00,United States,https://fortune.com/2020/04/14/coronavirus-layoffs-startup-jobs-tech-industry-covid-19-jobs/,2020-04-24,2020,2020-04
4248,DataStax,SF Bay Area,Data,15,,2020-04-14,Series E,Growth,190.00,United States,https://www.businessinsider.com/967-million-datastax-april-layoffs-third-cuts-under-ceo-kapoor-2020-4,2020-04-15,2020,2020-04
4249,Xerpa,"Sao Paulo, Non-U.S.",HR,10,,2020-04-14,Unknown,Unknown,5.00,Brazil,https://www.linkedin.com/posts/nreise_ex-xerpas-incr%C3%ADveis-e-dispon%C3%ADveis-covid-activity-6655927070826221568-kunx/,2020-04-14,2020,2020-04
4250,Aura Financial,SF Bay Area,Finance,,,2020-04-14,Unknown,Unknown,584.00,United States,LinkedIn,2020-05-10,2020,2020-04
4251,RedDoorz,"Singapore, Non-U.S.",Travel,,,2020-04-14,Series C,Growth,134.00,Singapore,https://www.thejakartapost.com/news/2020/04/13/budget-cuts-furloughs-inevitable-for-start-ups-to-survive-pandemic-investors.html,2020-04-28,2020,2020-04
4252,Groupon,Chicago,Retail,2800,0.44,2020-04-13,Post-IPO,Mature/Exit,1400.00,United States,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,2020-04-13,2020,2020-04
4253,Zoox,SF Bay Area,Transportation,100,0.10,2020-04-13,Series B,Early,955.00,United States,https://www.theinformation.com/briefings/b836b8,2020-04-14,2020,2020-04
4254,Neon,"Sao Paulo, Non-U.S.",Finance,70,0.10,2020-04-13,Series B,Early,120.00,Brazil,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",2020-04-14,2020,2020-04
4255,EasyPost,SF Bay Area,Logistics,50,0.25,2020-04-13,Series A,Early,12.00,United States,LinkedIn,2020-04-14,2020,2020-04
4256,Clearbanc,"Toronto, Non-U.S.",Finance,17,0.08,2020-04-13,Series B,Early,119.00,Canada,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,2020-04-13,2020,2020-04
4257,Meow Wolf,Santa Fe,Media,201,,2020-04-10,Unknown,Unknown,185.00,United States,https://www.sfreporter.com/news/2020/04/10/meow-wolf-cuts-significant-portion-of-staff/,2020-04-12,2020,2020-04
4258,Frontdesk,Milwaukee,Travel,35,0.16,2020-04-10,Unknown,Unknown,3.00,United States,https://www.linkedin.com/posts/jessedepinto_today-was-one-of-the-hardest-days-weve-experienced-activity-6654491888835448832-rAdg/,2020-04-11,2020,2020-04
